num_imo,nom_navire,num_immat_francais,num_mmsi,chantier_construction,annee_construction,puissance_administrative,puissance_propulsive,longueur_hors_tout,jauge_londres,armateur_exploitant,materiau_coque,date_francisation,type_carburant,quartier,genre_navigation,date_debut_pa_commerce,date_fin_pa_commerce,date_debut_pa_peche_culture,date_fin_pa_peche_culture
,VERONIQUE,930272,,CORRECT CRAFT,1996,221,221,"6,36",2,,POLYESTER EPOXY,2011-06-11,ESSENCE,NICE,Plaisance NC,2019-02-14,,,
,QUATRE MARIES,917452,227691170,ALLEMAND,2000,426,405,"10,64",,,PLASTIQUE,2006-12-21,GAZOLE,MARTIGUES,Navigation côtière,2019-04-12,,,
,DAUPHIN I,932143,228049800,GUY COUACH,1999,1134,1134,"17,85","54,47",,POLYESTER EPOXY,2014-01-06,GAZOLE,MARSEILLE,Navigation côtière,2018-01-01,,,
,CHUPPA CHUPS II,931801,227483710,SACS - SRL,2001,165,165,"7,49",,,POLYESTER EPOXY,2013-04-05,ESSENCE,MARSEILLE,Plaisance NC,2018-01-01,,,
,SIWO MIEL,934171,329016750,,2002,170,170,"6,85","3,84",,PLASTIQUE,2016-09-22,ESSENCE,POINTE A PITRE,,2019-05-03,,,
,TELEMAK,931804,,ZODIAC,2003,165,135,"7,27","4,83",,POLYETHYLENE,2013-03-28,ESSENCE,MARSEILLE,Plaisance NC,2018-01-01,,,
,WAKE FORCE ONE,933538,329014960,BWA NAUTICA,2002,147,147,"6,5","2,47",,PNEUMATIQUE,2015-09-02,ESSENCE,POINTE A PITRE,Plaisance NC,2018-01-01,,,
,ATOLL,932731,329016480,FORBOAT,2002,332,332,"8,4","4,19",,PLASTIQUE,2014-09-03,ESSENCE,POINTE A PITRE,Plaisance NC,2018-01-01,,,
,MATHA,930206,227132220,ARC AYRE,2002,179,179,"7,55","5,4",,POLYESTER EPOXY,2011-05-17,ESSENCE,BASTIA,,2018-01-01,,,
,ALBATROS 973,925549,745000710,CNB,2003,,,"11,55",,,PLASTIQUE,2003-08-07,,CAYENNE,Navigation côtière,2018-01-01,,,
,L EVASION I,935556,227913250,NAUTIC SERVICE,2002,220,220,"8,4","2,28",,POLYESTER EPOXY,,ESSENCE,SETE,Plaisance NC,2019-04-05,,,
,BENJILEA II,930747,,DUFOUR YACHTS,2004,,,"12,06","16,78",,POLYESTER EPOXY,2004-04-09,,LA ROCHELLE,Plaisance NC,2018-01-01,,,
,EXPLO'RUN,932421,660005470,LOMAC,2004,221,221,"9,4","8,28",,POLYESTER EPOXY,,GAZOLE,SAINT DENIS DE LA REUNION,Plaisance NC,2018-01-01,,,
,EROS,929875,,,2004,736,736,"5,4","2,58",,POLYESTER EPOXY,2010-11-08,ESSENCE,PORT VENDRES,Remorquage Nav.Cot.,2018-01-01,,,
,LA MALICE,934738,,,2004,37,37,"4,75","0,82",,AG/4 - ALU,2017-09-19,ESSENCE,AURAY,Navigation côtière,2018-01-01,,,
,TONGA VI,935233,,,2003,74,74,"10,13","4,35",,PLASTIQUE,2018-03-26,GAZOLE,ARCACHON,Plaisance NC,2018-04-27,,,
,AILLOT,931712,227795190,GAMELIN,2004,221,221,"8,55","4,74",,AG/4 - ALU,2013-04-11,GAZOLE,DIEPPE,Plaisance NC,2018-01-01,,,
,SAONA,925040,227581750,CIM,2003,169,169,"19,5",,,PLASTIQUE,2005-06-14,GAZOLE,SETE,Navigation côtière,2018-01-01,,,
,L'ECHAPPEE BLEUE,935810,227914140,ESPAGNE,2004,418,418,"11,36","24,63",,POLYESTER EPOXY,2019-03-25,ESSENCE,TOULON,Navigation côtière,2019-05-10,,,
,SPIRIT OF NANTUCKET,931990,227248690,,2004,58,58,"7,23","4,42",,PLASTIQUE,2004-10-19,GAZOLE,ARCACHON,Plaisance NC,2019-02-14,,,
,ARAWAK II,934506,329017070,CENTURY BOAT,2003,441,441,"9,98","9,27",,PLASTIQUE,2019-02-27,ESSENCE,POINTE A PITRE,Plaisance NC,2019-03-12,,,
,TAO,919629,329002560,CNB,2004,70,70,"14,5",,,PLASTIQUE,2004-12-23,GAZOLE,POINTE A PITRE,Plaisance NC,2018-01-01,,,
,JADE,929465,227073530,LEGUELTEL,2005,110,110,"6,79","2,62",,AG/4 - ALU,2014-02-28,ESSENCE,LE GUILVINEC,Petite pêche,,,2018-01-01,
,GYMAR II,671293,,,1986,37,37,"5,56","1,33",,PLASTIQUE,1986-04-23,ESSENCE,MARTIGUES,Petite pêche,,,2018-01-01,
,TITI,935543,227873110,,2003,165,165,"7,5","2,72",,PNEUMATIQUE,2019-03-11,ESSENCE,AURAY,Plaisance NC,2019-03-19,,,
,DOUCINE,934966,347006780,,2006,272,272,"8,5","8,34",,POLYESTER EPOXY,,GAZOLE,FORT DE FRANCE,Plaisance NC,2018-01-01,,,
,EYMRIC,917300,,,1997,147,147,"9,94","6,96",,PLASTIQUE,1997-07-22,GAZOLE,SETE,Petite pêche,,,2018-01-01,
,CHADINAT,934891,,,1985,7,7,"4,24","0,48",,POLYESTER EPOXY,2017-09-26,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,TAXI BOAT II,935384,,SILLINGER,2006,202,202,"7,65","2,46",,PNEUMATIQUE,2018-07-10,ESSENCE,SETE,Plaisance NC,2018-10-18,,,
,PERLE DES OCEANS,934961,,,2003,294,294,8,"4,64",,POLYESTER EPOXY,,ESSENCE,FORT DE FRANCE,Plaisance NC,2018-06-20,,,
,LES COCOS,831472,,,1993,176,176,"8,04","3,46",,METAL,1997-01-06,GAZOLE,LES SABLES D'OLONNE,Pêche côtière,,,2019-02-07,
,OLA MONA,874823,228253600,CN ARNO,2006,2208,2208,"23,96",,,PLASTIQUE,2006-06-23,GAZOLE,NICE,Plaisance NC,2018-01-01,,,
,CHOBY,929816,329014560,FORBOAT,2005,221,221,"9,14","4,66",,PLASTIQUE,2013-11-22,ESSENCE,POINTE A PITRE,Petite pêche,,,2019-04-01,
,PIPIRI,933982,347018270,,2003,382,382,"9,2","4,17",,AG/4 - ALU,,GAZOLE,FORT DE FRANCE,,2019-02-26,,,
,CHRISTEL,330153,,,1976,,,"5,4","0,83",,BOIS,1976-04-22,,SETE,,,,2018-01-01,
,OLD GALLIC,929306,329010180,,2006,169,169,"8,15","3,01",,PLASTIQUE,2010-02-05,ESSENCE,POINTE A PITRE,Petite pêche,,,2019-03-19,
,BLEU,910264,,,1995,52,52,"6,8","1,52",,PLASTIQUE,1996-04-01,ESSENCE,SAINT DENIS DE LA REUNION,Petite pêche,,,2018-01-01,
,XTREM WHITE,933779,329015180,CN BESSARION JOEL,2007,220,220,"9,27","4,12",,PLASTIQUE,2017-11-24,ESSENCE,POINTE A PITRE,Plaisance NC,2019-03-14,,,
,JOANICE,926435,,FORBOAT,2007,132,132,"6,92",1,,PLASTIQUE,2008-02-15,GAZOLE,POINTE A PITRE,Petite pêche,,,2018-01-01,2019-09-23
,FRENCH RIVIERA,874861,,NOVA MARINE,1990,294,294,9,,,PNEUMATIQUE,1997-05-15,GAZOLE,NICE,Navigation côtière,2018-01-01,,,
,BORA BORA I,923116,227145450,,1987,,,"19,55",,,BOIS,1999-05-14,,SAINT NAZAIRE,Plaisance NC,2018-01-01,,,
,LE VRAI MENSONGE,696728,347016130,,1987,184,184,"8,4","1,36",,PLASTIQUE,2011-01-07,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,EOLIA,933753,347015580,,2007,,,"13,63","34,99",,POLYESTER EPOXY,,,FORT DE FRANCE,Plaisance NC,2018-01-01,,,
,EXPRESSION,933629,347019590,,2007,367,367,"8,9","4,6",,POLYESTER EPOXY,,ESSENCE,FORT DE FRANCE,Plaisance NC,2018-01-01,,,
,SILOE,853815,227311990,,1995,35,35,"6,72","1,09",,PLASTIQUE,,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,YES PAPA II,930416,,,2008,18,18,"6,1","0,22",,POLYESTER EPOXY,2011-08-22,ESSENCE,FORT DE FRANCE,Petite pêche,,,2018-01-01,
,SPHINX,692747,,,1993,18,18,"5,5","0,52",,BOIS,2000-04-11,ESSENCE,SAINT DENIS DE LA REUNION,Petite pêche,,,2018-01-01,
,PATRIAC'H,189344,227019700,,1975,,,"21,3","40,74",SEANERGIES OCEANES,ACIER,2016-01-19,,Marseille (RIF),Plaisance Cabot.Int.,2018-01-01,,,
,HYGIE,262331,227306400,,1930,176,176,"23,68",,,BOIS,1987-05-15,GAZOLE,Marseille (RIF),Plaisance Cabot.Int.,2018-01-01,,,
,ONE SHOT,932394,329006030,EDGEWATER FLORIDE,2007,220,220,"7,45","3,42",,PLASTIQUE,2014-04-16,ESSENCE,POINTE A PITRE,Plaisance NC,2018-02-06,,,
,DISCOVERY,932977,227355040,KAIDOZ PLAISANCE,2007,,,"9,44",6,,POLYESTER EPOXY,2008-03-18,,ILE D'OLERON,Plaisance NC,2018-01-01,,,
,FLO EXCURSION,805556,329000790,,1991,154,154,"7,1","1,28",,PLASTIQUE,2018-05-07,ESSENCE,POINTE A PITRE,Plaisance NC,2018-05-14,,,
,EXOCET,930386,,,2008,368,368,"8,04",0,,POLYESTER EPOXY,2011-08-02,ESSENCE,LORIENT,Navigation côtière,2018-01-01,,,
,SEDO 30,932151,,,2007,148,148,"7,3","0,01",,PNEUMATIQUE,2008-05-02,ESSENCE,NICE,Plaisance NC,2019-01-18,,,
,SEFIRE,929948,,JOKER BOAT,2008,202,202,"7,93",5,,POLYESTER EPOXY,,GAZOLE,BASTIA,Lamanage Nav cot,2018-01-01,,,
,KROG E BARZ,798799,227182070,,1992,,,"14,75",,,BOIS,1992-05-22,,AURAY,Plaisance NC,2018-01-01,,,
,BREEZIN,933066,,,2008,184,184,"6,8","1,59",,POLYESTER EPOXY,2015-02-26,ESSENCE,FORT DE FRANCE,,2018-01-01,,,
,TAR'SPEED,933276,227796810,FI BOM ,2008,536,536,"9,77","0,1",,POLYESTER EPOXY,2019-01-17,ESSENCE,TOULON,Plaisance NC,2018-01-01,,,
,NODDI,899398,,,2006,386,386,15,"33,43",,ACIER,,ESSENCE,NOUMEA,,2018-01-01,,,
9475375,L ESTUAIRE,904441,227799320,CONCARBEAU,2008,4300,4300,78,3680,,ACIER,2009-01-01,GAZOLE,BORDEAUX,Cabotage National,2018-01-01,,,
9539004,CAP PINEDE,927079,228306800,STX EUROPE BRAILA,2008,3080,2080,"89,2",2158,,ACIER,2009-04-07,GAZOLE,MARTIGUES,Cabotage National,2018-01-01,,,
,COPERNIC,928414,227018910,ALTERNATIVES ENERGIES,2009,40,40,15,"40,65",,POLYESTER EPOXY,2009-03-09,ELECTRICITE,LA ROCHELLE,Navigation côtière,2019-01-22,,,
,PO BURGUNDY,13188,,,1993,21120,21120,"179,7",28306,,METAL,,GAZOLE,BOULOGNE SUR MER,Cabotage Internat.,2018-01-01,,,
,PO KENT,13252,,,1992,21120,21120,"179,7",30818,,METAL,,GAZOLE,BOULOGNE SUR MER,Cabotage Internat.,2018-01-01,,,
,PO CANTERBURY,13253,,,1991,21120,21120,"179,7",30818,,METAL,,GAZOLE,BOULOGNE SUR MER,Cabotage Internat.,2018-01-01,,,
,MENHIR,21066,,BLAMONGIN,1977,166,166,"16,1",,,PLASTIQUE,,GAZOLE,NICE,Navigation côtière,2018-01-01,,,
,PERCEVAL,21070,,RYKSWERS WILLERNSEORD,1949,368,368,"19,75",,,METAL,,GAZOLE,NICE,Navigation côtière,2018-01-01,,,
,CAMILLE,21071,,TEKNOKAT MARINE,2007,20,20,"11,9",,,PLASTIQUE,,GAZOLE,NICE,Navigation côtière,2018-01-01,,,
,PILET,100987,227796730,,1972,361,361,43,,,METAL,1973-06-13,GAZOLE,TOULON,Navigation côtière,2018-01-01,,,
,SOUCHET,100988,227006840,,1972,361,361,43,,,METAL,1975-02-21,GAZOLE,ROUEN,Navigation côtière,2018-01-01,,,
,RABLE,100996,227559980,,1972,911,821,"21,7",,,METAL,1973-02-12,GAZOLE,BASTIA,Remorquage Nav.Cot.,2018-01-01,,,
,TETHYS,110854,227560010,,1968,157,157,"12,2","21,61",,BOIS,1968-07-08,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,LOARGANN,110855,227625340,LE GALL,1973,108,108,"9,13","8,53",,BOIS,2015-06-10,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,BETTINA LOUNA DEVI,128248,227723230,,1967,125,125,9,"4,55",,PLASTIQUE,2017-06-19,GAZOLE,TOULON,Petite pêche,,,2018-01-01,
,LE DAHLIA,129399,227607490,,1972,73,73,"11,88",12,,BOIS,1972-07-04,GAZOLE,ILE D'OLERON,Petite pêche,,,2018-01-01,
,EMILIE,129612,,,1971,15,15,"5,65","0,95",,BOIS,,ESSENCE,PORT VENDRES,,,,2018-01-01,
,MARIUS ELISE,133892,,,1972,74,74,9,"3,77",,BOIS,1972-06-20,GAZOLE,TOULON,Petite pêche,,,2018-01-01,
,CANIGOU,134011,,,1965,89,89,8,"2,36",,BOIS,1973-09-21,GAZOLE,PORT VENDRES,Petite pêche,,,2018-01-01,
,ANDIAMO 2,136794,227408850,P.GATTO LA MEDE FRANCE,1967,66,66,9,"3,2",,BOIS,1983-07-04,GAZOLE,MARSEILLE,Petite pêche,,,2018-01-01,
,ROGER FIFI,139642,,,1968,128,128,"6,3","1,66",,PLASTIQUE,1982-05-07,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,LOUIS,144341,227745020,,1972,52,52,"7,38","2,82",,BOIS,,GAZOLE,AJACCIO,Petite pêche,,,2018-01-01,
,FADY II,145568,,RHONE VERRE,1970,85,85,"5,7","1,76",,PLASTIQUE,1996-01-26,ESSENCE,MARTIGUES,Petite pêche,,,2018-01-01,
,DAMIEN-MANON,146534,,,1972,40,40,5,"1,77",,BOIS,1982-07-30,ESSENCE,MARTIGUES,Petite pêche,,,2018-01-01,
,BRIGANTIN,146985,227548570,,1963,73,73,"14,02",,,BOIS,1987-11-04,GAZOLE,TOULON,Navigation côtière,2018-01-01,,,
,ST PIERRE,147148,227574770,,1968,147,147,"9,99",9,,PLASTIQUE,1987-09-11,GAZOLE,FECAMP,Petite pêche,,,2018-01-01,
,EWAN,148773,227111060,DE STEFANO CANNES,1972,27,27,"7,18","2,28",,BOIS,2018-02-23,GAZOLE,NICE,Petite pêche,,,2018-03-21,
,PAT 2,149176,,,1972,17,17,"5,76","1,05",,BOIS,1972-11-21,GAZOLE,NICE,Petite pêche,,,2018-01-01,
,JADE III,160038,,,1968,29,29,"5,9","1,03",,PLASTIQUE,1991-01-10,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,YA FA SA,160048,,,1972,29,29,"5,8","0,63",,PLASTIQUE,1972-10-09,ESSENCE,SETE,C.M.PetitePêche,,,2018-01-01,
,NOE,160080,,,1972,32,32,"5,66","0,62",,PLASTIQUE,1972-11-23,ESSENCE,SETE,Conchyl.PetitePêche,,,2018-01-01,
,SULTAN 2,160087,,,1972,29,29,"6,3","0,74",,PLASTIQUE,1972-11-30,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,LYDIA,161792,,BUONOMO,1973,44,44,"5,65",,,PLASTIQUE,1973-01-26,ESSENCE,SETE,Conchyl.PetitePêche,,,2018-01-01,
,ANGI,161814,,,1972,37,37,"6,48","1,28",,PLASTIQUE,1972-12-04,ESSENCE,SETE,,,,2018-03-28,
,VISTRE II,161831,,,1973,22,22,"5,59","0,57",,PLASTIQUE,1973-03-15,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,TI'MATIN,161837,227201120,,1971,14,14,"6,2","0,68",,PLASTIQUE,1971-12-24,GAZOLE,TOULON,Petite pêche,,,2018-01-01,
,LE BOUDDHA,161840,,,1972,7,7,5,"0,86",,PLASTIQUE,1990-09-20,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,CELIFER II,161852,,DASI,1973,36,36,"5,65","0,9",,PLASTIQUE,1973-04-03,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,LILOU,161859,,,1973,29,29,"5,42","1,1",,PLASTIQUE,1973-02-20,GAZOLE,PORT VENDRES,Petite pêche,,,2018-01-01,2019-09-16
,TITOLE,161887,,,1973,29,29,"5,55","0,85",,PLASTIQUE,1973-08-21,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,ANITA,161891,227685440,,1965,29,29,5,"1,2",,BOIS,1973-08-30,ESSENCE,SETE,,,,2018-01-01,
,ILES D'OR XVI,170963,227003220,,1972,294,294,"22,6",,,BOIS,1972-07-03,GAZOLE,TOULON,Navigation côtière,2018-01-01,,,
,LE DAUPHIN,172514,227679630,,1972,160,160,"12,33","12,9",,PLASTIQUE,2018-11-13,GAZOLE,MARSEILLE,Petite pêche,,,2018-10-22,
,MOBY DICK 2,172745,227002170,,1973,323,323,14,,,BOIS,1973-02-26,GAZOLE,PORT VENDRES,Navigation côtière,2018-01-01,,,
,MA BRUNETTE,173595,227822830,,1972,62,62,"9,7","6,54",,BOIS,1987-03-11,GAZOLE,VANNES,Petite pêche,,,2018-01-01,
,GUALCAGE,174339,,,1972,22,14,"5,7",,,BOIS,1972-10-14,ESSENCE,MARENNES,Conchyl.Pure,,,2018-01-01,
,MAYFLOWERS,174474,227012270,,1973,70,70,"9,7",3,,BOIS,1973-02-11,ESSENCE,MARENNES,Petite pêche,,,2018-01-01,
,RUSCANA,177959,227008200,CHANTIERS DEROVERE,1973,750,750,"28,5",,,METAL,1986-06-26,GAZOLE,AJACCIO,Navigation côtière,2018-01-01,,,
,CAYARIB,178147,329016380,,1978,83,83,"7,2","3,31",,PLASTIQUE,1998-10-20,GAZOLE,POINTE A PITRE,Petite pêche,,,2018-01-01,
,MAZEL,179928,660002090,,1977,66,66,"7,26","2,91",,PLASTIQUE,1977-08-30,GAZOLE,SAINT DENIS DE LA REUNION,Petite pêche,,,2018-01-01,
,FRANCOISE 5,180010,,INCONNU,1971,86,86,"5,9","1,35",,PLASTIQUE,1971-05-17,ESSENCE,MARTIGUES,,,,2018-01-01,
,TIKI 3,180160,,,1973,308,308,"26,28",,MME VILLEVIEILLE ISABELLE (DESCHAMPES LOÏC EN REMPLACEMENT),ACIER,1989-03-20,GAZOLE,MARTIGUES,Navigation côtière,2018-01-01,,,
,MARION-RENE,180200,,,1973,32,32,"8,5","3,04",,BOIS,1981-08-28,GAZOLE,MARSEILLE,Petite pêche,,,2018-01-01,
,NOE M,180457,227926740,,1972,85,85,"6,35","1,91",,PLASTIQUE,1973-02-24,ESSENCE,MARTIGUES,Petite pêche,,,2018-01-01,
,JULIETTA,180829,227663480,,1968,59,59,"8,47","3,61",,BOIS,1978-11-28,GAZOLE,MARSEILLE,Petite pêche,,,2018-01-01,
,LOLO,180860,227465470,,1973,85,85,"6,35","1,91",,PLASTIQUE,1973-10-29,ESSENCE,MARTIGUES,Petite pêche,,,2018-01-01,
,GAEL,180869,,,1973,30,30,"5,55","1,35",,PLASTIQUE,1973-09-05,ESSENCE,MARTIGUES,Petite pêche,,,2018-01-01,
7348059,CUCA,184574,227957000,NORMANDIE,1974,1460,1030,"38,75",384,,METAL,1974-05-31,GAZOLE,BAYONNE,Pêche au large,,,2018-01-01,
,PROVIDENCE,184610,227634250,DE DOUARNENEZ,1973,85,85,"8,43","6,7",,BOIS,1973-06-27,GAZOLE,PAIMPOL,Petite pêche,,,2018-01-01,
,VILLE D'YS,184923,227071910,,1974,157,157,"10,55",,,METAL,1981-09-21,GAZOLE,DOUARNENEZ,Remorquage Nav.Cot.,2018-01-01,,,
6523614,LE STIFF,185147,228858000,   SICCNA,1965,581,552,"31,85",252,,METAL,1997-03-11,GAZOLE,BAYONNE,Pêche au large,,,2018-01-01,
,LE GRAND BLEU,185148,227634820,,1971,40,40,"7,3","4,28",,BOIS,1971-10-11,GAZOLE,PAIMPOL,Petite pêche,,,2019-03-08,
,ESPERANCE 2,188806,227492230,,1967,169,169,"11,5","5,87",,PLASTIQUE,1995-06-16,GAZOLE,SETE,Petite pêche,,,2018-01-01,
,POSEIDON 2,189090,,,1975,149,149,"11,08",,,METAL,1975-11-14,GAZOLE,LE HAVRE,Lamanage Nav cot,2018-01-01,,,
,POSEIDON 3,189091,,,1975,149,149,"11,08",,,METAL,1976-05-31,GAZOLE,LE HAVRE,Lamanage Nav cot,2018-01-01,,,
,CAEN-OUISTREHAM 3,189202,227005290,,1976,1972,1692,"28,88",,,METAL,1977-05-06,GAZOLE,LE HAVRE,Remorquage CN,2018-07-24,,,
,LAURA LEA,189275,227312220,,1976,161,161,"11,7","22,19",,BOIS,2016-01-06,GAZOLE,DIEPPE,Pêche côtière,,,2018-01-01,
,TANTE FINE,195254,227529550,,1961,142,142,"17,8",,,BOIS,1993-07-22,GAZOLE,FECAMP,Plaisance NC,2018-05-28,,,
,HALIOTIDE,195265,227628430,,1973,46,46,"6,75","2,44",,BOIS,1973-06-06,GAZOLE,LORIENT,,,,2018-01-01,
,ABRI DU MARIN,195472,,,1969,56,56,"9,12","6,16",,BOIS,1969-05-22,GAZOLE,MORLAIX,Petite pêche,,,2018-01-01,
5227940,MISS JACQUELINE 2,195536,227579000,SICCNA,1962,458,419,"31,85",212,,METAL,1990-02-20,GAZOLE,BAYONNE,Pêche au large,,,2018-01-01,
,CAP AU SUD,204963,,,1974,22,22,"6,4",,,BOIS,1998-09-08,ESSENCE,CAEN,Conchyl.Pure,,,2018-01-01,
,JLD'A,211925,227589730,DONNART ET CIE CONCARNEAU,1948,,,"16,93",,,BOIS,1990-08-28,,TOULON,Plaisance NC,2018-01-01,,,
,CPT CROCHET,212429,,,1975,21,21,"6,5","2,28",,BOIS,2001-01-08,GAZOLE,TOULON,Petite pêche,,,2018-01-01,
,PIRATE 2,212925,227596550,,1973,59,59,8,"3,04",,BOIS,1973-04-27,GAZOLE,TOULON,Petite pêche,,,2018-01-01,
,GOELAND,214310,,,1973,29,29,"6,45","0,55",,PLASTIQUE,1973-04-20,ESSENCE,SETE,Petite pêche,,,2018-01-01,
,TOURNEVIRE IV,215405,227838520,CHARPENTIER MARINE BUONO,1968,42,42,"5,75","1,2",,BOIS,1968-01-24,ESSENCE,TOULON,Petite pêche,,,2018-01-01,
,ATCHOUM,215467,745002040,-,1970,213,213,"11,98","9,7",,PLASTIQUE,1993-01-18,GAZOLE,CAYENNE,,,,2018-01-01,
,YANGA,215680,,,1973,14,14,"5,42","0,61",,PLASTIQUE,1973-09-14,ESSENCE,PORT VENDRES,Petite pêche,,,2018-01-01,
,MAMY BLUE,215803,227237710,,1968,28,28,"7,3","2,28",,BOIS,1984-07-27,GAZOLE,MARTIGUES,Petite pêche,,,2018-01-01,
,JEANTHONELL'AUD,215833,227114920,,1970,45,45,"6,8","1,84",,BOIS,1994-02-11,GAZOLE,MARTIGUES,Petite pêche,,,2018-01-01,
,BEATRICE,216830,,,1973,330,330,"10,34",,,PLASTIQUE,1992-04-22,ESSENCE,ROUEN,Navigation côtière,2018-01-01,,,
,SIRENE,221232,227682340,,1969,114,114,"9,12","6,88",,BOIS,1990-05-17,GAZOLE,PAIMPOL,Petite pêche,,,2018-01-01,
,LA PETITE JULIE,221238,227597650,,1971,73,71,9,"7,18",,BOIS,1971-09-08,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,2019-09-16
,RAYON VERT,221242,227559640,,1970,316,243,"15,42","32,74",,BOIS,1980-10-31,GAZOLE,DIEPPE,Pêche côtière,,,2018-01-01,
,TANGAROA,221271,227561750,,1971,145,145,"9,94","9,99",,BOIS,1971-08-24,GAZOLE,CAEN,Petite pêche,,,2018-01-01,
,SIROCCO,221278,227599570,CONSTRUCTION NOUVELLE,1971,132,132,"10,9","17,81",,BOIS,1972-12-14,GAZOLE,TOULON,Petite pêche,,,2018-01-01,
,ATTILA,221282,227632710,,1972,132,132,"10,07","10,19",,BOIS,1972-08-16,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,LE TEMERAIRE,221294,227617170,DOUARNENEZ,1971,159,159,"9,93","9,97",,BOIS,1971-09-28,GAZOLE,PAIMPOL,Petite pêche,,,2018-01-01,
,DISONVUZ,221298,227560160,,1964,72,72,"9,6","8,14",,BOIS,1969-06-06,GAZOLE,SAINT BRIEUC,Petite pêche,,,2019-01-17,
,CAMBRONNE,221311,227635460,,1968,115,115,"9,22","7,93",,BOIS,1985-01-29,GAZOLE,CAEN,Petite pêche,,,2018-01-01,
,NAZADO,221314,227637660,,1968,147,147,12,"13,1",,BOIS,1968-12-15,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,2019-09-16
,LE P'TIT TEM,221318,227685130,PAIMPOL,1969,87,87,"9,02","5,91",,BOIS,1969-12-03,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,ROULE TA BOSSE,221319,227642930,,1964,130,130,"9,36","7,85",,BOIS,1974-10-16,GAZOLE,CHERBOURG,Petite pêche,,,2018-01-01,
,NAUTILUS,221330,227608840,,1963,87,87,"9,72",16,,BOIS,1962-10-22,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,CONSTELLATION,221341,227593380,,1971,132,132,"10,02","10,06",,BOIS,1971-11-25,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,LE SIROCCO,221370,227596470,,1969,87,87,"9,57","8,46",,BOIS,1994-08-31,GAZOLE,MORLAIX,Petite pêche,,,2018-01-01,
,MON COPAIN,221404,227631360,,1971,137,137,"10,6",10,,BOIS,1975-11-06,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,KAN A DISKAN,221408,227320940,,1976,110,110,"9,98","4,88",,PLASTIQUE,1976-06-23,GAZOLE,CHERBOURG,Petite pêche,,,2018-01-01,
,COTE D'EMERAUDE,221422,227617710,,1977,140,140,"10,2","10,7",,BOIS,1977-12-12,GAZOLE,SAINT BRIEUC,,,,2018-01-01,
,TENACE,221442,227613380,,1977,66,33,"7,25","2,29",,BOIS,1977-12-21,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,FREDO,221443,227792060,,1978,44,44,"6,2","2,06",,BOIS,1978-04-18,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,TOMAHAWK,221444,227638140,,1978,93,93,"11,3","13,47",,METAL,1978-08-11,GAZOLE,CHERBOURG,Petite pêche,,,2018-01-01,2019-09-16
,LE CANOT,221446,227035260,,1978,33,33,"6,2","2,06",,PLASTIQUE,1978-12-04,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,LE BAR,221450,227733960,,1978,115,115,"9,5","8,87",,BOIS,1978-11-03,GAZOLE,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,BELLE ISLE,221471,227322050,,1979,91,91,"7,5","4,41",,PLASTIQUE,1979-09-28,GAZOLE,CAMARET,Petite pêche,,,2018-01-01,
,BERLIO,221473,227635470,,1979,161,161,"11,55","16,21",,BOIS,2013-10-29,GAZOLE,DIEPPE,Pêche côtière,,,2018-01-01,
,GRAND PAPA,221478,227640130,,1979,117,117,9,"9,27",,BOIS,1980-08-26,INCONNU,SAINT BRIEUC,Petite pêche,,,2018-01-01,
,LAGADU,221498,,,1974,81,81,"9,55",,,PLASTIQUE,1991-08-16,GAZOLE,LORIENT,Lamanage Nav cot,2018-01-01,,,
,NOUNOURS,225567,227006460,,1974,162,162,"9,04",,GIE DES BATELIERS CASSIDAINS,BOIS,1974-04-02,GAZOLE,MARSEILLE,Navigation côtière,2018-01-01,,,
,MELISAM,225941,227691990,,1974,60,60,"7,2","2,05",,BOIS,2018-07-17,GAZOLE,MARSEILLE,Petite pêche,,,2018-10-16,
,AUSQUEME,227304,227260790,EZAN,1942,10,10,"9,05",,,BOIS,1983-03-21,ESSENCE,SAINT MALO,Plaisance NC,2018-01-01,,,
