imo,name,ship_type,reporting_period,technical_efficiency,port_of_registry,home_port,ice_class,doc_issue_date,doc_expiry_date,verifier_number,verifier_name,verifier_nab,verifier_address,verifier_city,verifier_accreditation_number,verifier_country,monitoring_method_a,monitoring_method_b,monitoring_method_c,monitoring_method_d,annual_monitoring_total_fuel_consumption,annual_monitoring_fuel_consumption_assigned_to_on_laden,annual_monitoring_total_co2_emissions,annual_monitoring_co2_emissions_from_all_voyages_between_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_to_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_which_occured_within_ports_under_a_ms_jurisdiction_at_berth,annual_monitoring_co2_emissions_assigned_to_passenger_transport,annual_monitoring_co2_emissions_assigned_to_freight_transport,annual_monitoring_co2_emissions_assigned_to_on_laden,annual_monitoring_total_time_spent_at_sea,annual_average_fuel_consumption_per_distance,annual_average_fuel_consumption_per_transport_work_mass,annual_average_fuel_consumption_per_transport_work_volume,annual_average_fuel_consumption_per_transport_work_dwt,annual_average_fuel_consumption_per_transport_work_pax,annual_average_fuel_consumption_per_transport_work_freight,annual_average_co2_emissions_per_distance,annual_average_co2_emissions_per_transport_work_mass,annual_average_co2_emissions_per_transport_work_volume,annual_average_co2_emissions_per_transport_work_dwt,annual_average_co2_emissions_per_transport_work_pax,annual_average_co2_emissions_per_transport_work_freight,voluntary_reporting_distance_through_ice,voluntary_reporting_total_time_spent_at_sea,voluntary_reporting_total_time_spent_at_sea_through_ice,voluntary_reporting_direct_emissions,voluntary_reporting_average_fuel_consumption_per_distance_on_laden_voyages,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_freight,voluntary_reporting_average_co2_emissions_per_distance_on_laden_voyages,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_freight,voluntary_reporting_additional_comments,voluntary_reporting_average_density_of_the_cargo_transported
7826855,URD,Ro-pax ship,2019.0,,Kalundborg,,IC,18/05/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,7189.0,,22672.45,21611.27,0.0,0.0,1061.18,6604.76,15006.52,,6350.0,77.54,,,,190.27,24.96,244.55,,,,599.86,78.68,,6350.0,,,,,,,,,,,,,,,,
7826867,STENA GOTHICA,Ro-pax ship,2019.0,,Copenhagen,,IC,18/05/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,7969.2,,25139.01,23756.61,0.0,0.0,1382.4,6959.68,16796.93,,6622.0,83.56,,,,211.64,27.29,263.6,,,,667.33,86.05,,6622.0,,,,,,,,,,,,,,,,
7827213,CELESTYAL CRYSTAL,Passenger ship,2019.0,Not Applicable,Valletta,,,11/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,7453.84,,23366.52,9008.85,5756.02,4573.0,4028.65,,,,3666.58,226.21,,,,312.7,,709.14,,,,980.26,,,3666.58,,,,,,,,,,,,,,,,
7827225,REGINA BALTICA,Ro-pax ship,2019.0,EIV (32.1 gCO₂/t·nm),Limassol,,,15/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,10187.93,,32043.54,439.4,13923.97,14271.69,1828.69,20810.11,9404.72,,4572.78,158.96,,,,1.35,1.35,499.98,,,,4.23,4.23,,4572.78,,,,,,,,,,,,,,,,
7901265,ROSELLA,Ro-pax ship,2019.0,EIV (19 gCO₂/t·nm),Mariehamn,Mariehamn,IA,11/06/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,7483.0,,23578.93,21100.0,0.0,0.0,2440.0,17141.44,4001.77,,3851.0,128.8,,,,203.75,463.5,405.83,,,,642.0,1460.5,,3851.0,,,,,,,,,,,,,,,,
7901760,STENA EUROPE,Ro-pax ship,2019.0,,Fishguard,,IC,29/06/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,4684.0,,14634.83,12094.05,0.0,0.0,2540.78,7882.79,4211.26,,1977.0,148.58,,,,608.03,53.15,464.23,,,,1896.7,165.8,,1977.0,,,,,,,,,,,,,,,,
7904889,BERLIN,Passenger ship,2019.0,EEDI (20.63 gCO₂/t·nm),Valletta,,,25/08/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,,,3836.21,,12298.89,9558.4,635.49,991.26,1113.73,,,,4277.62,79.11,,,,236.56,,253.62,,,,758.41,,,4277.62,,,,,,,,,,,,,,,,
7907245,STENA DANICA,Ro-pax ship,2019.0,,Gothenburg,,IA,18/05/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,11486.0,,36315.31,32962.23,0.0,0.0,3353.09,18835.57,14126.66,,4845.0,165.19,,,,182.37,56.77,522.27,,,,576.35,179.43,,4845.0,,,,,,,,,,,,,,,,
7907659,STENA VISION,Ro-pax ship,2019.0,,Karlskrona,,IA,18/05/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,18560.91,,58490.57,55965.58,0.0,0.0,2525.0,37745.98,18219.6,,7046.0,170.5,,,,208.43,22.32,537.3,,,,656.82,70.35,,7046.0,,,,,,,,,,,,,,,,
7907661,STENA SPIRIT,Ro-pax ship,2019.0,,Nassau,,IA,18/05/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,16598.65,,52302.35,50909.6,0.0,0.0,1392.74,34336.54,16573.06,,7052.0,152.45,,,,179.96,21.45,480.38,,,,567.05,67.6,,7052.0,,,,,,,,,,,,,,,,
7907673,EL. VENIZELOS,Ro-pax ship,2019.0,EIV (35.49 gCO₂/t·nm),CHANIA 20,,,24/04/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,11096.66,,34686.2,27620.43,0.0,0.0,7065.76,1029.05,33657.14,,2397.43,258.34,,,,7.72,101.91,807.54,,,,24.13,318.55,,2397.43,,,,,,,,,,,,,,,,
7911533,MOBY DADA,Ro-pax ship,2019.0,EIV (5.45 gCO₂/t·nm),Napoli,,IA Supper,30/04/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,16334.55,,51030.97,47109.07,0.0,0.0,3921.9,43887.1,7143.86,,4720.89,206.31,,,,527.51,35.55,644.55,,,,1648.01,111.05,,4720.89,,,,,,,,,,,,,,,,
7911545,STENA SAGA,Ro-pax ship,2019.0,,Stockholm,,IA,18/05/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,12998.01,,40959.07,39066.47,0.0,0.0,1892.6,32223.45,6843.02,,6999.0,129.3,,,,143.63,57.4,407.45,,,,452.61,180.89,,6999.0,,,,,,,,,,,,,,,,
7920857,BANA,Vehicle carrier,2019.0,EIV (37.93 gCO₂/t·nm),Beirut,,,15/06/2020,30/06/2021,,Dromon Bureau of Shipping,Hellenic Accreditation System,"2-4 Iakovou Dragatsi street, 18535",Piraeus,1128,Greece,Yes,,,,1257.24,,3939.9,0.0,1814.77,1988.61,136.51,,,,2771.51,46.71,74.21,,2.13,,,146.37,232.55,,6.69,,,,2771.51,,,,,,,,,,,,,,,,
7926162,CSL METIS,Bulk carrier,2019.0,EIV (5.2 gCO₂/t·nm),Nassau,,,28/04/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,297.5,,928.18,0.0,77.18,805.79,45.2,,,,227.5,111.4,,,,,,347.57,,,,,,,227.5,,,,,,,,,,,,,,,,
7927984,CELESTYAL OLYMPIA,Passenger ship,2019.0,Not Applicable,Valletta,,,11/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,9719.4,,30386.11,19189.57,2649.63,4033.32,4513.59,,,,3976.3,205.75,,,,169.12,,643.25,,,,528.74,,,3976.3,,,,,,,,,,,,,,,,
7928811,ALMARIYA,Ro-pax ship,2019.0,Not Applicable,Limassol,,IA,18/04/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,10396.51,,32679.05,0.0,16615.4,16063.66,2178.5,32679.05,32679.05,,5199.71,152.39,,,,4583.53,112.68,478.99,,,,14407.28,354.18,,5199.71,,,,,,,,,,,,,,,,
7931985,VICTORY,Other ship types,2019.0,EIV (20.53 gCO₂/t·nm),Beirut,,,04/05/2020,30/06/2021,,Dromon Bureau of Shipping,Hellenic Accreditation System,"2-4 Iakovou Dragatsi street, 18535",Piraeus,1128,Greece,Yes,,,,1096.5,,3435.48,0.0,2203.17,1142.54,89.77,,,,1718.5,61.01,81.03,,6.79,,,191.16,253.88,,21.28,,,,1718.5,,,,,,,,,,,,,,,,
8000226,WASA EXPRESS,Ro-pax ship,2019.0,EIV (42.06 gCO₂/t·nm),Vaasa,,IA,30/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,5013.3,,16072.64,13520.02,0.0,0.0,2552.62,4821.79,11250.85,,3575.2,113.46,,,,465.51,207.67,363.75,,,,1492.41,665.78,0.0,3575.2,0.0,,,,,,,,,,,,,,,
8000836,PATRA 3,General cargo ship,2019.0,EIV (13.47 gCO₂/t·nm),Varna,Varna,IC,14/06/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,1822.2,864.4,5726.16,221.98,2165.29,2485.42,855.96,,,2707.4,5056.3,38.91,0.36,,3.25,,,122.26,1.13,,10.2,,,,5056.3,,,33.81,0.17,,1.54,,,105.91,0.53,,4.82,,,,
8001024,CSL ELBE,Bulk carrier,2019.0,EIV (11.21 gCO₂/t·nm),Valletta,,IA,28/04/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,2786.82,,8890.52,6149.86,0.0,0.0,2740.67,,,,3905.5,65.17,12.57,,,,,207.89,40.08,,,,,,3905.5,,,,,,,,,,,,,,,,
8008450,CSL RHINE,Bulk carrier,2019.0,EIV (10.82 gCO₂/t·nm),Valletta,,IA,07/07/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,1658.81,,5317.25,3230.69,107.24,450.12,1529.2,,,,3024.65,55.31,10.53,,,,,177.29,33.77,,,,,,3024.65,,,,,,,,,,,,,,,,
8009533,MEGA STAR,Bulk carrier,2019.0,EIV (21.66 gCO₂/t·nm),,,,30/04/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,Yes,,,,115.0,,363.08,0.0,209.0,137.0,17.0,,,,647.98,46.26,6.96,,,,,146.05,21.99,,,,,,647.98,,,,,,,,,,,,,,,,
8009545,SIRIOS CEMENT I,Other ship types,2019.0,EIV (7.95 gCO₂/t·nm),Valletta,,,30/04/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,916.5,,2905.18,1397.0,292.0,758.0,458.0,,,,2643.5,49.35,12.96,,3141.95,,,156.43,41.07,,9959.56,,,,2643.5,,,,,,,,,,,,,,,,
8019368,VESTERALEN,Ro-pax ship,2019.0,EIV (78.4 gCO₂/t·nm),Tromso,,,06/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,3994.72,,12807.07,11566.03,0.0,0.0,1241.05,11398.29,1408.78,,5463.5,55.59,,,,269.86,71.77,178.22,,,,865.18,230.09,,5463.5,,,,,,,,,,,,,,,,
8020599,AKRITAS,Ro-ro ship,2019.0,EIV (13.68 gCO₂/t·nm),LIMASSOL,LIMASSOL,IA Supper,30/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,Yes,,,,4509.98,,14106.01,7680.99,1539.73,4227.12,658.21,,,,5260.17,76.42,74.02,,,,,239.02,231.52,,,,,,5260.17,,,,,,,,,,,,,,,,
8020604,ALEXO,Ro-ro ship,2019.0,EIV (13.75 gCO₂/t·nm),LIMASSOL,LIMASSOL,,30/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,Yes,,,,5855.19,,18372.64,12120.23,2269.19,2499.58,1483.52,,,,5430.9,87.84,44.71,,,,,275.62,140.28,,,,,,5430.9,,,,,,,,,,,,,,,,
8020642,MOBY ZAZA',Ro-pax ship,2019.0,EIV (7.76 gCO₂/t·nm),Livorno,,IB,03/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,4313.15,,13597.17,11908.18,0.0,0.0,1688.98,13216.44,380.73,,2744.05,129.63,,,,315.54,13.0,408.65,,,,994.73,40.98,,2744.05,,,,,,,,,,,,,,,,
8020927,PREVELIS,Ro-pax ship,2019.0,EIV (42.84 gCO₂/t·nm),RETHYMNO 6,,,24/04/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,8353.9,,26416.49,25061.47,0.0,0.0,1355.3,423.32,25993.17,,5941.75,97.61,,,,4.14,52.64,308.67,,,,13.08,166.46,,5941.75,,,,,,,,,,,,,,,,
8025343,SUPER SERVANT 4,Other ship types,2019.0,EIV (15.05 gCO₂/t·nm),Willemstad,,,30/06/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,Yes,,,,7144.0,,22362.7,7606.0,7998.0,6086.0,686.0,,,,6777.0,96.0,,,8.45,,,300.5,,,26.44,,,,6777.0,,,,,,,,,,,,,,,,
8027298,MARELLA CELEBRATION,Passenger ship,2019.0,EEDI (16.35 gCO₂/t·nm),Valletta,,,21/08/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,,,8449.44,,26549.4,18244.67,3093.84,2318.78,2892.12,,,,3460.45,226.99,,,,189.11,,713.23,,,,594.23,,,3460.45,,,,,,,,,,,,,,,,
8030283,AVIVA,Ro-ro ship,2019.0,EIV (39.91 gCO₂/t·nm),Lome,Lome,IA,17/06/2020,30/06/2021,,Dromon Bureau of Shipping,Hellenic Accreditation System,"2-4 Iakovou Dragatsi street, 18535",Piraeus,1128,Greece,Yes,,,,361.35,,1137.5,279.34,496.85,319.19,42.13,,,,263.6,82.31,43.86,,,,,259.09,138.07,,,,,,263.6,,,,,,,,,,,,,,,,
8100595,CAMILLA D,Ro-ro ship,2019.0,EIV (35 gCO₂/t·nm),KINGSTOWN,KINGSTOWN,IC,07/07/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,,Yes,,550.9,,1725.31,0.0,223.05,1403.95,97.1,,,,1228.8,73.15,184.93,,,,,229.1,579.18,,,,,,1228.8,,,,,,,,,,,,,,,,
8105404,RAMA H,General cargo ship,2019.0,EIV (13.89 gCO₂/t·nm),,,,20/05/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,Yes,,,,232.3,,728.88,132.67,303.39,239.28,53.54,,,,1827.47,19.71,4.17,,3.34,,,61.85,13.09,,10.48,,,,1827.47,,,,,,,,,,,,,,,,
8107000,STEVIA,General cargo ship,2019.0,EIV (13.47 gCO₂/t·nm),Varna,Varna,IC,14/06/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,1760.8,671.7,5531.54,484.41,2202.16,2023.59,821.38,,,2101.83,5310.2,39.27,0.22,,3.28,,,123.36,0.7,,10.29,,,,5310.2,,,30.96,0.08,,1.25,,,96.88,0.27,,3.91,,,,
8110681,BONTRUP AMSTERDAM,Bulk carrier,2019.0,EIV (5.34 gCO₂/t·nm),Nassau,,,11/03/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,4352.13,,13900.23,11381.18,0.0,1079.1,1439.97,,,,6099.36,96.16,3.75,,,,,307.12,11.99,,,,,,6099.36,,,,,,,,,,,,,,,,
8121020,PAPA JOY,General cargo ship,2019.0,EIV (13.31 gCO₂/t·nm),Panama,Alexandria- Egypt,,05/05/2020,30/06/2021,,Dromon Bureau of Shipping,Hellenic Accreditation System,"2-4 Iakovou Dragatsi street, 18535",Piraeus,1128,Greece,Yes,,,,778.0,,2431.89,49.92,1228.07,1049.71,104.2,,,,1649.5,44.83,10.96,,10.34,,,140.12,34.26,,32.33,,,,1649.5,,,,,,,,,,,,,,,,
8122957,OYA STAR,Other ship types,2019.0,EIV (30.04 gCO₂/t·nm),Panama,,,13/06/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,222.9,,698.94,0.0,337.98,324.41,36.55,,,,348.02,76.97,9.05,,8.81,,,241.35,28.39,,27.61,,,,348.02,,,,,,,,,,,,,,,,
8125454,ARAL,Chemical tanker,2019.0,EIV (14.42 gCO₂/t·nm),VALLETTA,VALLETTA,,16/04/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,Yes,,,,1674.26,,5235.3,703.84,2008.22,2367.87,155.36,,,,4464.4,43.88,10.67,,,,,137.21,33.35,,,,,,4464.4,,,,,,,,,,,,,,,,
8129321,ALTRANY,General cargo ship,2019.0,EIV (19 gCO₂/t·nm),Valletta,,,26/04/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,Yes,,,444.0,,1399.82,0.0,784.0,540.0,76.0,,,,2922.0,26.0,7.8,,7.33,,,81.99,24.58,,23.11,,,,2922.0,,,,,,,,,,,,,,,,
8130875,MIGHTY SERVANT 1,Other ship types,2019.0,Not Applicable,Willemstad,,,28/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,Yes,,3560.9,3391.3,11127.36,489.24,2519.52,8033.97,84.64,,,10583.62,2171.3,195.82,12.51,,,,,611.9,39.1,,,,,,2171.3,,,194.01,11.92,,,,,605.47,37.19,,,,,,
8130899,MIGHTY SERVANT 3,Other ship types,2019.0,Not Applicable,Willemstad,,,28/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,Yes,,3270.3,2436.7,10203.69,0.0,7596.32,2393.85,213.52,,,7596.32,1620.7,174.49,20.34,,,,,544.42,63.46,,,,,,1620.7,,,175.06,15.16,,,,,545.74,47.25,,,,,,
8200565,EXPRESS 1,Other ship types,2019.0,EIV (49.34 gCO₂/t·nm),Panama City,,,01/06/2020,30/06/2021,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"9, KAREA str",ATHENS,874-4,Greece,Yes,,,,1674.2,,5247.59,0.0,2957.71,2128.08,161.81,,,,3988.57,48.97,142.35,,,,,153.49,446.17,,,,,,3988.57,,,,,,,,,,,,,,,,
8200577,ATLANTIC M,Other ship types,2019.0,EIV (47.21 gCO₂/t·nm),Panama City,,,01/06/2020,30/06/2021,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"9, KAREA str",ATHENS,874-4,Greece,Yes,,,,781.38,,2455.7,0.0,866.09,1391.45,198.18,,,,1828.38,49.28,126.76,,,,,154.87,398.39,,,,,,1828.38,,,,,,,,,,,,,,,,
8201480,ARTANIA,Passenger ship,2019.0,Not Applicable,Nassau,,,03/02/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,11659.89,,36996.75,28794.59,2376.0,2400.7,3425.46,,,,4404.28,205.62,,,,202.59,,652.42,,,,642.82,,,4404.28,,,,,,,,,,,,,,,,
8201624,MSC IRIS,Container ship,2019.0,EIV (29.43 gCO₂/t·nm),Panama,,IA,30/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,8380.52,,26511.08,24774.09,0.0,0.0,1736.99,,,,5751.1,107.74,11.29,,,,,340.82,35.72,,,,,0.0,5751.1,0.0,,,,,,,,,,,,,,,
8201636,MSC MALIN,Container ship,2019.0,EIV (27.86 gCO₂/t·nm),Panama,,IA,29/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,5301.45,,16782.28,15294.32,0.0,0.0,1487.96,,,,5675.2,95.59,12.24,,,,,302.61,38.74,,,,,0.0,5675.2,0.0,,,,,,,,,,,,,,,
8201648,MSC EYRA,Container ship,2019.0,EIV (29.43 gCO₂/t·nm),Panama,,,30/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,5831.1,,18474.21,12652.34,2252.21,1836.34,1733.32,,,,5779.0,99.91,11.6,,,,,316.54,36.76,,,,,,5779.0,,,,,,,,,,,,,,,,
8202939,MURVET ANA,General cargo ship,2019.0,EIV (16.96 gCO₂/t·nm),ISTANBUL,,,18/02/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,Yes,,,,41.6,,131.47,0.0,61.28,67.31,2.89,,,,89.33,57.59,23.47,,,,,182.02,74.17,,,,,,89.33,,,,,,,,,,,,,,,,
8203660,VALMIERA,General cargo ship,2019.0,EIV (10.22 gCO₂/t·nm),,,,05/05/2020,30/06/2021,,Dromon Bureau of Shipping,Hellenic Accreditation System,"2-4 Iakovou Dragatsi street, 18535",Piraeus,1128,Greece,Yes,,,,59.92,,188.2,0.0,176.38,9.94,1.86,,,,118.58,48.09,7.15,,7.08,,,151.06,22.45,,22.24,,,,118.58,,,,,,,,,,,,,,,,
8204250,NABOLSI,Other ship types,2019.0,EIV (13.19 gCO₂/t·nm),Beirut,,,30/04/2020,30/06/2021,,Dromon Bureau of Shipping,Hellenic Accreditation System,"2-4 Iakovou Dragatsi street, 18535",Piraeus,1128,Greece,Yes,,,,1127.2,,3530.55,1203.41,9.62,2112.66,204.86,,,,1077.5,70.74,198.99,,3.44,,,221.57,623.28,,10.79,,,,1077.5,,,,,,,,,,,,,,,,
8204731,KIVELI,Bulk carrier,2019.0,EIV (7.18 gCO₂/t·nm),Monrovia,Monrovia,,28/04/2020,30/06/2021,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,1023.64,,3200.28,606.93,968.57,1355.64,269.15,,,,1376.0,86.83,4.63,,,,,271.46,14.46,,,,,,1376.0,,,,,,,,,,,,,,,,
8207381,MY ROSE,Ro-ro ship,2019.0,EIV (20.75 gCO₂/t·nm),PANAMA,,,30/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,Yes,,,,1058.6,,3393.87,379.27,1363.51,1559.72,91.37,,,,2579.7,46.74,82.19,,,,,149.85,263.5,,,,,,2579.7,,,,,,,,,,,,,,,,
8208763,POETA LOPEZ ANGLADA,Ro-pax ship,2019.0,EIV (30.8 gCO₂/t·nm),Santa Cruz de Tenerife,,,15/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,7435.08,,23315.2,4389.4,8233.96,8053.5,1424.07,3680.34,18210.79,,4623.78,151.93,,,,0.14,0.14,476.42,,,,0.43,0.43,,4623.78,,,,,,,,,,,,,,,,
8217881,MAGELLAN,Passenger ship,2019.0,EIV (92.99 gCO₂/t·nm),,,,10/03/2020,30/06/2021,,ICS Verification Services Single Member P.C.,Hellenic Accreditation System (ESYD),"55 Filonos Str.
185 35 Piraeus, Greece",Piraeus,1101,Greece,Yes,,,,13507.7,,43068.89,31558.37,2025.73,3237.5,6247.27,,,,4141.83,252.77,,,,220.57,,805.96,,,,703.29,,,4141.83,,,,,,,,,,,,,,,,
8219906,SCILLA,Ro-pax ship,2019.0,EIV (123 gCO₂/t·nm),Catania,Messina,,16/04/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,2512.7,,8055.72,3738.3,0.0,0.0,4317.4,5316.77,2738.95,,1498.0,205.99,,,,0.96,0.32,660.41,,,,3.07,1.03,,1498.0,,,,,,,,,,,,,,,,
